ticker,time,low,high,open,close,volume,provider
6054,2010-08-20,0.065,0.0667,0.0667,0.0655,4,1
6054,2010-08-21,0.0644,0.0669,0.0655,0.0664,10,1
6054,2010-08-22,0.0612,0.0664,0.0664,0.066,18,1
6054,2010-08-23,0.063,0.0669,0.066,0.0649,4,1
6054,2010-08-24,0.0649,0.0665,0.0649,0.065,6,1
6054,2010-08-25,0.0641,0.0665,0.065,0.0648,4,1
6054,2010-08-26,0.064,0.0658,0.0648,0.064,3,1
6054,2010-08-27,0.063,0.065,0.064,0.065,9,1
6054,2010-08-28,0.0641,0.065,0.065,0.0641,6,1
6054,2010-08-29,0.064,0.0648,0.0641,0.064,3,1
6054,2010-08-30,0.0321,0.069,0.064,0.065,34,1
6054,2010-08-31,0.06,0.065,0.065,0.06,14,1
6054,2010-09-01,0.0596,0.0629,0.06,0.0629,7,1
6054,2010-09-02,0.0601,0.0634,0.0629,0.0634,8,1
6054,2010-09-03,0.0609,0.0634,0.0634,0.0609,0,1
6054,2010-09-04,0.0609,0.0624,0.0609,0.0624,3,1
6054,2010-09-05,0.0605,0.064,0.0624,0.0616,8,1
6054,2010-09-06,0.0616,0.0627,0.0616,0.0616,0,1
6054,2010-09-07,0.0603,0.062,0.0616,0.061,3,1
6054,2010-09-08,0.061,0.062,0.061,0.062,2,1
6054,2010-09-09,0.0611,0.0624,0.062,0.0611,1,1
6054,2010-09-10,0.0601,0.0618,0.0611,0.0618,4,1
6054,2010-09-11,0.0618,0.065,0.0618,0.0637,7,1
6054,2010-09-12,0.0615,0.0637,0.0637,0.0615,0,1
6054,2010-09-13,0.0607,0.064,0.0615,0.0622,10,1
6054,2010-09-14,0.061,0.175,0.0622,0.062,14,1
6054,2010-09-15,0.0604,0.0625,0.062,0.0604,3,1
6054,2010-09-16,0.0604,0.0619,0.0604,0.0619,0,1
6054,2010-09-17,0.059,0.0619,0.0619,0.059,7,1
6054,2010-09-18,0.0576,0.061,0.059,0.061,7,1
6054,2010-09-19,0.06,0.0627,0.061,0.0627,12,1
6054,2010-09-20,0.062,0.0634,0.0627,0.0621,14,1
6054,2010-09-21,0.0621,0.0633,0.0621,0.0626,5,1
6054,2010-09-22,0.0615,0.0626,0.0626,0.0622,11,1
6054,2010-09-23,0.0615,0.063,0.0622,0.0623,15,1
6054,2010-09-24,0.0621,0.0624,0.0623,0.0622,0,1
6054,2010-09-25,0.0617,0.0624,0.0622,0.062,2,1
6054,2010-09-26,0.0619,0.0623,0.062,0.062,12,1
6054,2010-09-27,0.0619,0.0623,0.062,0.0622,10,1
6054,2010-09-28,0.0617,0.0627,0.0622,0.0619,7,1
6054,2010-09-29,0.0615,0.062,0.0619,0.0619,23,1
6054,2010-09-30,0.0616,0.0619,0.0619,0.0619,7,1
6054,2010-10-01,0.0619,0.062,0.0619,0.062,1,1
6054,2010-10-02,0.0612,0.062,0.062,0.0614,13,1
6054,2010-10-03,0.061,0.0614,0.0614,0.0611,7,1
6054,2010-10-04,0.0608,0.062,0.0611,0.0613,34,1
6054,2010-10-05,0.0609,0.063,0.0613,0.0614,27,1
6054,2010-10-06,0.0612,0.0635,0.0614,0.0628,33,1
6054,2010-10-07,0.0628,0.067,0.0628,0.067,43,1
6054,2010-10-08,0.067,0.088,0.067,0.0868,139,1
6054,2010-10-09,0.068,0.12,0.0868,0.0938,187,1
6054,2010-10-10,0.08,0.1301,0.0938,0.0965,50,1
6054,2010-10-11,0.091,0.103,0.0965,0.095,14,1
6054,2010-10-12,0.082,0.099,0.095,0.0949,25,1
6054,2010-10-13,0.092,0.105,0.0949,0.105,47,1
6054,2010-10-14,0.065,0.105,0.105,0.102,37,1
6054,2010-10-15,0.092,0.119,0.102,0.105,24,1
6054,2010-10-16,0.1,0.105,0.105,0.101,6,1
6054,2010-10-17,0.1,0.1045,0.101,0.102,18,1
6054,2010-10-18,0.097,0.103,0.102,0.1024,25,1
6054,2010-10-19,0.097,0.1024,0.1024,0.097,6,1
6054,2010-10-20,0.094,0.103,0.097,0.099,31,1
6054,2010-10-21,0.097,0.109,0.099,0.107,44,1
6054,2010-10-22,0.1015,0.109,0.107,0.1025,34,1
6054,2010-10-23,0.1025,0.109,0.1025,0.1055,4,1
6054,2010-10-24,0.1055,0.19,0.1055,0.115,13,1
6054,2010-10-25,0.0901,0.19,0.115,0.132,30,1
6054,2010-10-26,0.132,0.18,0.132,0.1503,19,1
6054,2010-10-27,0.1503,0.19,0.1503,0.1877,65,1
6054,2010-10-28,0.1731,0.191,0.1877,0.1731,21,1
6054,2010-10-29,0.173,0.19,0.1731,0.19,28,1
6054,2010-10-30,0.1875,0.199,0.19,0.1989,26,1
6054,2010-10-31,0.171,0.1989,0.1989,0.1925,40,1
6054,2010-11-01,0.172,0.1955,0.1925,0.1955,21,1
6054,2010-11-02,0.1905,0.1955,0.1955,0.1938,5,1
6054,2010-11-03,0.125,0.275,0.1938,0.1931,61,1
6054,2010-11-04,0.1931,0.236,0.1931,0.23,29,1
6054,2010-11-05,0.2101,0.2639,0.23,0.26,36,1
6054,2010-11-06,0.2402,0.5,0.26,0.39,32,1
6054,2010-11-07,0.286,0.47,0.39,0.34,77,1
6054,2010-11-08,0.2261,0.37,0.34,0.243,118,1
6054,2010-11-09,0.199,0.323,0.243,0.21,47,1
6054,2010-11-10,0.14,0.24,0.21,0.24,30,1
6054,2010-11-11,0.21,0.24,0.24,0.2231,5,1
6054,2010-11-12,0.223,0.29,0.2231,0.2682,40,1
6054,2010-11-13,0.2682,0.3,0.2682,0.276,21,1
6054,2010-11-14,0.2702,0.299,0.276,0.279,16,1
6054,2010-11-15,0.2682,0.2828,0.279,0.2682,8,1
6054,2010-11-16,0.223,0.275,0.2682,0.223,33,1
6054,2010-11-17,0.2116,0.29,0.223,0.2299,32,1
6054,2010-11-18,0.2221,0.283,0.2299,0.2678,37,1
6054,2010-11-19,0.2678,0.28,0.2678,0.28,2,1
6054,2010-11-20,0.2682,0.29,0.28,0.283,14,1
6054,2010-11-21,0.2763,0.283,0.283,0.2767,0,1
6054,2010-11-22,0.269,0.2879,0.2767,0.2879,28,1
6054,2010-11-23,0.276,0.2879,0.2879,0.2829,4,1
6054,2010-11-24,0.2761,0.283,0.2829,0.283,2,1
6054,2010-11-25,0.278,0.283,0.283,0.28,1,1
6054,2010-11-26,0.2761,0.289,0.28,0.2844,33,1
6054,2010-11-27,0.2826,0.2844,0.2844,0.283,1,1
6054,2010-11-28,0.27,0.2846,0.283,0.27,20,1
6054,2010-11-29,0.2151,0.279,0.27,0.2299,35,1
6054,2010-11-30,0.204,0.2299,0.2299,0.2082,21,1
6054,2010-12-01,0.2082,0.2299,0.2082,0.2275,8,1
6054,2010-12-02,0.218,0.2553,0.2275,0.255,20,1
6054,2010-12-03,0.243,0.2552,0.255,0.251,2,1
6054,2010-12-04,0.205,0.2589,0.251,0.205,28,1
6054,2010-12-05,0.19,0.235,0.205,0.19,5,1
6054,2010-12-06,0.1841,0.225,0.19,0.204,4,1
6054,2010-12-07,0.1701,0.2477,0.204,0.233,24,1
6054,2010-12-08,0.22,0.24,0.233,0.2388,3,1
6054,2010-12-09,0.1701,0.2388,0.2388,0.2,21,1
6054,2010-12-10,0.1825,0.204,0.2,0.204,1,1
6054,2010-12-11,0.1907,0.228,0.204,0.228,5,1
6054,2010-12-12,0.2068,0.228,0.228,0.22,1,1
6054,2010-12-13,0.21,0.23,0.22,0.2299,6,1
6054,2010-12-14,0.21,0.2468,0.2299,0.2467,10,1
6054,2010-12-15,0.238,0.2467,0.2467,0.238,3,1
6054,2010-12-16,0.2222,0.255,0.238,0.25,14,1
6054,2010-12-17,0.24,0.25,0.25,0.24,0,1
6054,2010-12-18,0.24,0.2488,0.24,0.241,0,1
6054,2010-12-19,0.24,0.2499,0.241,0.2401,2,1
6054,2010-12-20,0.24,0.275,0.2401,0.267,10,1
6054,2010-12-21,0.24,0.267,0.267,0.24,9,1
6054,2010-12-22,0.24,0.25,0.24,0.25,3,1
6054,2010-12-23,0.241,0.25,0.25,0.25,8,1
6054,2010-12-24,0.242,0.25,0.25,0.248,5,1
6054,2010-12-25,0.2475,0.25,0.248,0.2499,0,1
6054,2010-12-26,0.2464,0.27,0.2499,0.265,16,1
6054,2010-12-27,0.251,0.27,0.265,0.265,4,1
6054,2010-12-28,0.2612,0.281,0.265,0.281,15,1
6054,2010-12-29,0.271,0.301,0.281,0.3,18,1
6054,2010-12-30,0.291,0.3,0.3,0.3,2,1
6054,2010-12-31,0.292,0.3,0.3,0.3,1,1
6054,2011-01-01,0.292,0.3,0.3,0.3,2,1
6054,2011-01-02,0.289,0.3,0.3,0.3,5,1
6054,2011-01-03,0.29,0.3,0.3,0.295,1,1
6054,2011-01-04,0.289,0.2999,0.295,0.2989,1,1
6054,2011-01-05,0.29,0.299,0.2989,0.299,0,1
6054,2011-01-06,0.29,0.299,0.299,0.298,3,1
6054,2011-01-07,0.2975,0.322,0.298,0.32,42,1
6054,2011-01-08,0.309,0.3229,0.32,0.3229,1,1
6054,2011-01-09,0.3229,0.323,0.3229,0.323,1,1
6054,2011-01-10,0.3175,0.329,0.323,0.3266,10,1
6054,2011-01-11,0.3176,0.3266,0.3266,0.3266,4,1
6054,2011-01-12,0.318,0.3557,0.3266,0.3188,31,1
6054,2011-01-13,0.3176,0.405,0.3188,0.3176,20,1
6054,2011-01-14,0.3176,0.45,0.3176,0.4,27,1
6054,2011-01-15,0.385,0.4,0.4,0.386,1,1
6054,2011-01-16,0.386,0.4,0.386,0.3868,2,1
6054,2011-01-17,0.315,0.3868,0.3868,0.3495,18,1
6054,2011-01-18,0.305,0.3495,0.3495,0.313,15,1
6054,2011-01-19,0.305,0.313,0.313,0.313,7,1
6054,2011-01-20,0.31,0.39,0.313,0.39,19,1
6054,2011-01-21,0.368,0.44,0.39,0.4199,8,1
6054,2011-01-22,0.39,0.4443,0.4199,0.4443,10,1
6054,2011-01-23,0.42,0.4443,0.4443,0.4424,1,1
6054,2011-01-24,0.381,0.4424,0.4424,0.4199,11,1
6054,2011-01-25,0.4,0.425,0.4199,0.41,2,1
6054,2011-01-26,0.3904,0.42,0.41,0.417,15,1
6054,2011-01-27,0.4085,0.45,0.417,0.4212,27,1
6054,2011-01-28,0.4212,0.446,0.4212,0.446,5,1
6054,2011-01-29,0.43,0.446,0.446,0.439,1,1
6054,2011-01-30,0.439,0.48,0.439,0.4799,10,1
6054,2011-01-31,0.47,0.95,0.4799,0.52,63,1
6054,2011-02-01,0.52,0.85,0.52,0.7,31,1
6054,2011-02-02,0.69,0.76,0.7,0.716,5,1
6054,2011-02-03,0.6501,0.75,0.716,0.69,8,1
6054,2011-02-04,0.67,0.88,0.69,0.811,42,1
6054,2011-02-05,0.811,0.92,0.811,0.92,15,1
6054,2011-02-06,0.83,0.92,0.92,0.8997,8,1
6054,2011-02-07,0.83,0.9,0.8997,0.89,2,1
6054,2011-02-08,0.8617,0.918,0.89,0.918,7,1
6054,2011-02-09,0.82,1.09,0.918,1.09,49,1
6054,2011-02-10,0.8,1.1,1.09,0.9803,26,1
6054,2011-02-11,0.9264,1.09,0.9803,1.07,13,1
6054,2011-02-12,0.9906,1.08,1.07,1.08,4,1
6054,2011-02-13,1.02,1.08,1.08,1.05,3,1
6054,2011-02-14,1.03,1.08,1.05,1.07,7,1
6054,2011-02-15,1.03,1.09,1.07,1.05,8,1
6054,2011-02-16,1.02,1.05,1.05,1.05,7,1
6054,2011-02-17,1.02,1.05,1.05,1.04,4,1
6054,2011-02-18,0.7801,1.04,1.04,0.8989,36,1
6054,2011-02-19,0.8376,0.98,0.8989,0.949,3,1
6054,2011-02-20,0.83,0.949,0.949,0.85,9,1
6054,2011-02-21,0.8313,0.8796,0.85,0.8345,1,1
6054,2011-02-22,0.8313,0.95,0.8345,0.8702,12,1
6054,2011-02-23,0.8681,0.945,0.8702,0.9,6,1
6054,2011-02-24,0.9,1,0.9,0.9974,13,1
6054,2011-02-25,0.9111,0.9998,0.9974,0.9111,4,1
6054,2011-02-26,0.9106,0.97,0.9111,0.958,4,1
6054,2011-02-27,0.89,0.958,0.958,0.89,23,1
6054,2011-02-28,0.845,0.92,0.89,0.86,4,1
6054,2011-03-01,0.8502,0.97,0.86,0.9202,22,1
6054,2011-03-02,0.9102,0.94,0.9202,0.9399,2,1
6054,2011-03-03,0.91,0.9399,0.9399,0.9391,2,1
6054,2011-03-04,0.9001,0.9391,0.9391,0.901,2,1
6054,2011-03-05,0.8111,0.9189,0.901,0.9103,12,1
6054,2011-03-06,0.81,0.9103,0.9103,0.8999,12,1
6054,2011-03-07,0.846,0.909,0.8999,0.885,15,1
6054,2011-03-08,0.85,0.885,0.885,0.87,4,1
6054,2011-03-09,0.85,0.87,0.87,0.8645,4,1
6054,2011-03-10,0.8497,0.9329,0.8645,0.9329,8,1
6054,2011-03-11,0.8601,0.9329,0.9329,0.88,3,1
6054,2011-03-12,0.88,0.9197,0.88,0.918,4,1
6054,2011-03-13,0.8898,0.918,0.918,0.8925,0,1
6054,2011-03-14,0.88,0.9,0.8925,0.8949,5,1
6054,2011-03-15,0.87,0.8949,0.8949,0.87,2,1
6054,2011-03-16,0.836,0.88,0.87,0.86,7,1
6054,2011-03-17,0.81,0.88,0.86,0.8254,7,1
6054,2011-03-18,0.71,0.8506,0.8254,0.8165,14,1
6054,2011-03-19,0.7313,0.8165,0.8165,0.765,9,1
6054,2011-03-20,0.7402,0.79,0.765,0.7411,5,1
6054,2011-03-21,0.7405,0.7724,0.7411,0.759,3,1
6054,2011-03-22,0.7405,0.81,0.759,0.809,12,1
6054,2011-03-23,0.78,0.85,0.809,0.8497,13,1
6054,2011-03-24,0.8266,0.9,0.8497,0.8669,14,1
6054,2011-03-25,0.861,0.89,0.8669,0.8838,4,1
6054,2011-03-26,0.841,0.905,0.8838,0.8552,11,1
6054,2011-03-27,0.8152,0.8721,0.8552,0.82,5,1
6054,2011-03-28,0.76,0.85,0.82,0.799,12,1
6054,2011-03-29,0.7648,0.7997,0.799,0.7925,4,1
6054,2011-03-30,0.766,0.795,0.7925,0.7897,3,1
6054,2011-03-31,0.768,0.801,0.7897,0.7846,6,1
6054,2011-04-01,0.7741,0.797,0.7846,0.7741,3,1
6054,2011-04-02,0.7741,0.7998,0.7741,0.782,2,1
6054,2011-04-03,0.777,0.7949,0.782,0.779,3,1
6054,2011-04-04,0.5619,0.785,0.779,0.68,31,1
6054,2011-04-05,0.58,0.7478,0.68,0.71,9,1
6054,2011-04-06,0.6902,0.75,0.71,0.74,8,1
6054,2011-04-07,0.7205,0.7849,0.74,0.7538,10,1
6054,2011-04-08,0.7309,0.799,0.7538,0.75,18,1
6054,2011-04-09,0.7205,0.7676,0.75,0.73,12,1
6054,2011-04-10,0.71,0.7589,0.73,0.7369,5,1
6054,2011-04-11,0.7103,0.799,0.7369,0.77,14,1
6054,2011-04-12,0.77,0.899,0.77,0.86,48,1
6054,2011-04-13,0.86,1,0.86,0.9225,43,1
6054,2011-04-14,0.91,1,0.9225,1,31,1
6054,2011-04-15,0.911,1.09,1,0.9899,50,1
6054,2011-04-16,0.9541,1.1,0.9899,1.05,28,1
6054,2011-04-17,1.03,1.14,1.05,1.11,24,1
6054,2011-04-18,1.11,1.2,1.11,1.16,27,1
6054,2011-04-19,1.14,1.2,1.16,1.2,12,1
6054,2011-04-20,1.13,1.2,1.2,1.14,21,1
6054,2011-04-21,1.14,1.21,1.14,1.21,39,1
6054,2011-04-22,1.19,1.41,1.21,1.41,39,1
6054,2011-04-23,1.32,1.95,1.41,1.7,66,1
6054,2011-04-24,1.6,1.95,1.7,1.63,21,1
6054,2011-04-25,1.52,1.7,1.63,1.56,13,1
6054,2011-04-26,1.53,1.79,1.56,1.79,24,1
6054,2011-04-27,1.72,1.95,1.79,1.9,33,1
6054,2011-04-28,1.66,2.65,1.9,2.21,100,1
6054,2011-04-29,2.21,2.95,2.21,2.88,57,1
6054,2011-04-30,2.75,4.15,2.88,3.5,65,1
6054,2011-05-01,2.5,3.87,3.5,3.03,45,1
6054,2011-05-02,3.03,3.5,3.03,3.2,18,1
6054,2011-05-03,3.11,3.49,3.2,3.41,16,1
6054,2011-05-04,3.25,3.58,3.41,3.41,17,1
6054,2011-05-05,3.33,3.45,3.41,3.33,15,1
6054,2011-05-06,3.29,3.61,3.33,3.45,23,1
6054,2011-05-07,3.43,3.7,3.45,3.64,17,1
6054,2011-05-08,3.63,3.94,3.64,3.87,21,1
6054,2011-05-09,3.69,3.9,3.87,3.8,11,1
6054,2011-05-10,3.8,5.99,3.8,5.81,56,1
6054,2011-05-11,4.6,6.07,5.81,5.5,52,1
6054,2011-05-12,5.22,6.49,5.5,6.3,31,1
6054,2011-05-13,6.3,8.45,6.3,8.2,64,1
6054,2011-05-14,5.83,8.9,8.2,7.2,55,1
6054,2011-05-15,6.2,7.78,7.2,6.99,18,1
6054,2011-05-16,6.75,8.5,6.99,8.03,44,1
6054,2011-05-17,6.98,8.39,8.03,7.19,35,1
6054,2011-05-18,6.6,7.5,7.19,6.88,25,1
6054,2011-05-19,6.61,7.34,6.88,6.81,24,1
6054,2011-05-20,5.58,7.1,6.81,5.59,44,1
6054,2011-05-21,5.58,6.52,5.59,6.12,31,1
6054,2011-05-22,5.99,6.76,6.12,6.69,23,1
6054,2011-05-23,6.69,7.45,6.69,7.15,35,1
6054,2011-05-24,6.96,7.51,7.15,7.42,29,1
6054,2011-05-25,7.22,9.33,7.42,8.4,64,1
6054,2011-05-26,8.01,8.99,8.4,8.8,28,1
6054,2011-05-27,8.5,8.83,8.8,8.5,14,1
6054,2011-05-28,8.11,8.7,8.5,8.3,12,1
6054,2011-05-29,8.1,8.49,8.3,8.43,7,1
6054,2011-05-30,8.25,9,8.43,8.8,17,1
6054,2011-05-31,8.1,9.5,8.8,8.74,45,1
6054,2011-06-01,8.3,9.7,8.74,9.57,43,1
6054,2011-06-02,9.5,10.89,9.57,10.6,41,1
6054,2011-06-03,10.58,14.5,10.6,14.29,72,1
6054,2011-06-04,14.04,18.89,14.29,18.89,44,1
6054,2011-06-05,16.2,19,18.89,16.7,24,1
6054,2011-06-06,16.45,19.23,16.7,18.55,55,1
6054,2011-06-07,18.26,24.32,18.55,23.92,53,1
6054,2011-06-08,22.21,31.91,23.92,29.6,104,1
6054,2011-06-09,26.15,31.5,29.6,28.92,62,1
6054,2011-06-10,20.01,29.4,28.92,23.95,92,1
6054,2011-06-11,13,23.99,23.95,14.65,121,1
6054,2011-06-12,10.25,24.99,14.65,18.55,151,1
6054,2011-06-13,16,24.5,18.55,19.84,73,1
6054,2011-06-14,18,20.5,19.84,19.28,36,1
6054,2011-06-15,19.02,20,19.28,19.49,27,1
6054,2011-06-16,17,19.89,19.49,17,49,1
6054,2011-06-17,13,18.34,17,15.68,108,1
6054,2011-06-18,15.05,16.95,15.68,16.89,35,1
6054,2011-06-19,16.85,18.88,16.89,17.51,30,1
6054,2011-06-20,17.51,17.51,17.51,17.51,30,1
6054,2011-06-21,17.51,17.51,17.51,17.51,30,1
6054,2011-06-22,17.51,17.51,17.51,17.51,30,1
6054,2011-06-23,17.51,17.51,17.51,17.51,30,1
6054,2011-06-24,17.51,17.51,17.51,17.51,30,1
6054,2011-06-25,17.51,17.51,17.51,17.51,30,1
6054,2011-06-26,14.01,17.51,17.51,16.45,15,1
6054,2011-06-27,15,18,16.45,16.75,31,1
6054,2011-06-28,16.5,17.52,16.75,16.95,24,1
6054,2011-06-29,16.67,17.2,16.95,16.85,21,1
6054,2011-06-30,15.73,17,16.85,16.1,34,1
6054,2011-07-01,15.26,16.74,16.1,15.4,33,1
6054,2011-07-02,15.27,15.8,15.4,15.4,19,1
6054,2011-07-03,15.31,15.69,15.4,15.44,16,1
6054,2011-07-04,13.14,15.49,15.44,13.86,52,1
6054,2011-07-05,11,15,13.86,12.91,84,1
6054,2011-07-06,12.67,16.5,12.91,14.78,111,1
6054,2011-07-07,14.5,15.9,14.78,14.78,54,1
6054,2011-07-08,13.9,15.64,14.78,14.31,34,1
6054,2011-07-09,14.02,14.7,14.31,14.38,11,1
6054,2011-07-10,14.35,15.68,14.38,14.9,45,1
6054,2011-07-11,13.8,15.2,14.9,14.21,49,1
6054,2011-07-12,13.9,14.64,14.21,14.01,26,1
6054,2011-07-13,13.91,14.15,14.01,13.95,10,1
6054,2011-07-14,13.7,14.07,13.95,13.99,17,1
6054,2011-07-15,13.5,14.09,13.99,13.81,24,1
6054,2011-07-16,13.5,13.81,13.81,13.72,17,1
6054,2011-07-17,13.02,13.75,13.72,13.16,34,1
6054,2011-07-18,12.51,13.92,13.16,13.48,75,1
6054,2011-07-19,13.44,14.7,13.48,13.85,67,1
6054,2011-07-20,13.4,14,13.85,13.69,23,1
6054,2011-07-21,13.4,13.78,13.69,13.61,25,1
6054,2011-07-22,13.45,13.81,13.61,13.7,15,1
6054,2011-07-23,13.51,13.76,13.7,13.68,22,1
6054,2011-07-24,13.6,14.1,13.68,13.98,26,1
6054,2011-07-25,13.76,14.72,13.98,14.05,31,1
6054,2011-07-26,13.77,14.05,14.05,13.88,16,1
6054,2011-07-27,13.85,14.13,13.88,13.94,11,1
6054,2011-07-28,13.31,13.94,13.94,13.49,32,1
6054,2011-07-29,13.33,13.7,13.49,13.5,7,1
6054,2011-07-30,13.45,13.63,13.5,13.53,6,1
6054,2011-07-31,12.83,14.9,13.53,13.35,45,1
6054,2011-08-01,12.85,13.55,13.35,13.09,21,1
6054,2011-08-02,11.5,13.1,13.09,12.05,57,1
6054,2011-08-03,8.7,12.16,12.05,9.26,90,1
6054,2011-08-04,9.26,11.15,9.26,10.75,50,1
6054,2011-08-05,9.5,10.99,10.75,9.8,30,1
6054,2011-08-06,5.74,9.95,9.8,6.55,102,1
6054,2011-08-07,6.01,9.47,6.55,7.9,89,1
6054,2011-08-08,7.06,8.16,7.9,7.8,34,1
6054,2011-08-09,7.67,12.1,7.8,9.99,114,1
6054,2011-08-10,9.5,10.4,9.99,9.98,24,1
6054,2011-08-11,8.45,10.5,9.98,9.46,58,1
6054,2011-08-12,8.91,9.8,9.46,9.46,41,1
6054,2011-08-13,9.28,10.25,9.46,10.13,29,1
6054,2011-08-14,9.62,11.24,10.13,10.8,44,1
6054,2011-08-15,10.72,11.89,10.8,11.15,38,1
6054,2011-08-16,10.81,11.32,11.15,10.96,15,1
6054,2011-08-17,10.66,11.1,10.96,10.95,22,1
6054,2011-08-18,10.81,11.05,10.95,10.83,8,1
6054,2011-08-19,10.83,11.81,10.83,11.65,33,1
6054,2011-08-20,11.4,11.69,11.65,11.45,9,1
6054,2011-08-21,11.31,11.51,11.45,11.31,8,1
6054,2011-08-22,10.51,11.5,11.31,10.9,37,1
6054,2011-08-23,10.81,11.3,10.9,10.94,12,1
6054,2011-08-24,10.83,11.08,10.94,10.85,7,1
6054,2011-08-25,9.1,10.89,10.85,9.66,55,1
6054,2011-08-26,7.64,9.89,9.66,8.18,83,1
6054,2011-08-27,8.12,9.11,8.18,8.59,22,1
6054,2011-08-28,8.45,9.48,8.59,9.07,24,1
6054,2011-08-29,8.65,9.27,9.07,8.97,21,1
6054,2011-08-30,8.55,9,8.97,8.79,11,1
6054,2011-08-31,8.01,8.79,8.79,8.2,19,1
6054,2011-09-01,8.1,8.36,8.2,8.21,11,1
6054,2011-09-02,8.21,8.71,8.21,8.64,16,1
6054,2011-09-03,8.36,8.69,8.64,8.48,6,1
6054,2011-09-04,7.85,8.49,8.48,8.18,19,1
6054,2011-09-05,7.25,8.19,8.18,7.61,30,1
6054,2011-09-06,6.12,7.66,7.61,6.86,82,1
6054,2011-09-07,6.53,7.6,6.86,7.19,49,1
6054,2011-09-08,6.51,7.2,7.19,6.53,31,1
6054,2011-09-09,4.18,6.58,6.53,5.03,217,1
6054,2011-09-10,4.63,5.49,5.03,4.77,44,1
6054,2011-09-11,4.6,7.4,4.77,5.86,143,1
6054,2011-09-12,5.41,6.58,5.86,6.08,63,1
6054,2011-09-13,5.7,6.09,6.08,5.8,23,1
6054,2011-09-14,5.32,5.85,5.8,5.62,43,1
6054,2011-09-15,4.44,5.62,5.62,4.84,86,1
6054,2011-09-16,4.61,4.99,4.84,4.82,31,1
6054,2011-09-17,4.7,4.93,4.82,4.77,20,1
6054,2011-09-18,4.72,5.6,4.77,5.2,44,1
6054,2011-09-19,4.9,5.64,5.2,5.46,49,1
6054,2011-09-20,5.45,6.8,5.46,6.11,116,1
6054,2011-09-21,5.06,6.29,6.11,5.61,68,1
6054,2011-09-22,5.29,5.83,5.61,5.43,31,1
6054,2011-09-23,5.41,5.71,5.43,5.55,55,1
6054,2011-09-24,5.32,5.64,5.55,5.47,17,1
6054,2011-09-25,5.32,5.49,5.47,5.33,9,1
6054,2011-09-26,4.72,5.4,5.33,4.87,56,1
6054,2011-09-27,4.78,5.13,4.87,4.92,24,1
6054,2011-09-28,4.63,4.97,4.92,4.77,30,1
6054,2011-09-29,4.67,4.8,4.77,4.78,14,1
6054,2011-09-30,4.74,5.35,4.78,5.14,41,1
6054,2011-10-01,4.86,5.25,5.14,5.03,23,1
6054,2011-10-02,4.91,5.1,5.03,5.03,10,1
6054,2011-10-03,4.89,5.04,5.03,5.02,17,1
6054,2011-10-04,4.92,5.03,5.02,4.96,15,1
6054,2011-10-05,4.83,5.03,4.96,4.87,17,1
6054,2011-10-06,4.5,4.9,4.87,4.73,54,1
6054,2011-10-07,3.78,4.8,4.73,4.27,97,1
6054,2011-10-08,3.83,4.34,4.27,4.01,39,1
6054,2011-10-09,4.01,4.39,4.01,4.1,37,1
6054,2011-10-10,4.01,4.2,4.1,4.1,16,1
